timestamp;[Grad­minuter][][40941];
2025-11-24T23:59:48+00:00;-1349;
2025-11-25T00:00:49+00:00;-1353;
2025-11-25T00:01:49+00:00;-1357;
2025-11-25T00:02:49+00:00;-1362;
2025-11-25T00:03:49+00:00;-1366;
2025-11-25T00:04:49+00:00;-1370;
2025-11-25T00:05:49+00:00;-1374;
2025-11-25T00:06:49+00:00;-1378;
2025-11-25T00:07:49+00:00;-1382;
2025-11-25T00:08:49+00:00;-1386;
2025-11-25T00:09:49+00:00;-1390;
2025-11-25T00:10:49+00:00;-1394;
2025-11-25T00:11:49+00:00;-1398;
2025-11-25T00:12:49+00:00;-1402;
2025-11-25T00:13:49+00:00;-1406;
2025-11-25T00:14:49+00:00;-1410;
2025-11-25T00:15:49+00:00;-1414;
2025-11-25T00:16:49+00:00;-1418;
2025-11-25T00:17:48+00:00;-1422;
2025-11-25T00:18:48+00:00;-1426;
2025-11-25T00:19:48+00:00;-1430;
2025-11-25T00:20:48+00:00;-1434;
2025-11-25T00:21:48+00:00;-1438;
2025-11-25T00:22:48+00:00;-1442;
2025-11-25T00:23:48+00:00;-1446;
2025-11-25T00:24:48+00:00;-1450;
2025-11-25T00:25:48+00:00;-1454;
2025-11-25T00:26:48+00:00;-1458;
2025-11-25T00:27:48+00:00;-1462;
2025-11-25T00:28:48+00:00;-1466;
2025-11-25T00:29:48+00:00;-1470;
2025-11-25T00:30:48+00:00;-1474;
2025-11-25T00:31:48+00:00;-1479;
2025-11-25T00:32:48+00:00;-1483;
2025-11-25T00:33:48+00:00;-1487;
2025-11-25T00:34:48+00:00;-1496;
2025-11-25T00:35:48+00:00;-1506;
2025-11-25T00:36:48+00:00;-1516;
2025-11-25T00:37:48+00:00;-1527;
2025-11-25T00:38:48+00:00;-1538;
2025-11-25T00:39:48+00:00;-1549;
2025-11-25T00:40:48+00:00;-1559;
2025-11-25T00:41:48+00:00;-1564;
2025-11-25T00:42:48+00:00;-1569;
2025-11-25T00:44:09+00:00;-1575;
2025-11-25T00:45:09+00:00;-1580;
2025-11-25T00:46:09+00:00;-1586;
2025-11-25T00:47:09+00:00;-1592;
2025-11-25T00:48:09+00:00;-1598;
2025-11-25T00:49:09+00:00;-1603;
2025-11-25T00:50:09+00:00;-1609;
2025-11-25T00:51:09+00:00;-1615;
2025-11-25T00:52:09+00:00;-1620;
2025-11-25T00:53:09+00:00;-1626;
2025-11-25T00:54:09+00:00;-1631;
2025-11-25T00:55:09+00:00;-1637;
2025-11-25T00:56:09+00:00;-1642;
2025-11-25T00:57:09+00:00;-1647;
2025-11-25T00:58:09+00:00;-1652;
2025-11-25T00:59:09+00:00;-1656;
2025-11-25T01:00:10+00:00;-1662;
2025-11-25T01:01:10+00:00;-1666;
2025-11-25T01:02:10+00:00;-1672;
2025-11-25T01:03:10+00:00;-1676;
2025-11-25T01:04:10+00:00;-1681;
2025-11-25T01:05:10+00:00;-1686;
2025-11-25T01:06:10+00:00;-1691;
2025-11-25T01:07:10+00:00;-1696;
2025-11-25T01:09:09+00:00;-1705;
2025-11-25T01:10:09+00:00;-1709;
2025-11-25T01:11:09+00:00;-1713;
2025-11-25T01:12:09+00:00;-1717;
2025-11-25T01:13:09+00:00;-1721;
2025-11-25T01:14:09+00:00;-1725;
2025-11-25T01:15:09+00:00;-1728;
2025-11-25T01:16:09+00:00;-1732;
2025-11-25T01:17:09+00:00;-1736;
2025-11-25T01:18:09+00:00;-1740;
2025-11-25T01:19:09+00:00;-1744;
2025-11-25T01:20:09+00:00;-1747;
2025-11-25T01:21:09+00:00;-1751;
2025-11-25T01:22:09+00:00;-1754;
2025-11-25T01:23:09+00:00;-1758;
2025-11-25T01:24:09+00:00;-1762;
2025-11-25T01:25:09+00:00;-1765;
2025-11-25T01:26:09+00:00;-1768;
2025-11-25T01:27:09+00:00;-1772;
2025-11-25T01:28:09+00:00;-1775;
2025-11-25T01:29:09+00:00;-1778;
2025-11-25T01:30:09+00:00;-1781;
2025-11-25T01:31:09+00:00;-1784;
2025-11-25T01:32:09+00:00;-1788;
2025-11-25T01:33:09+00:00;-1791;
2025-11-25T01:34:09+00:00;-1794;
2025-11-25T01:35:09+00:00;-1797;
2025-11-25T01:36:09+00:00;-1800;
2025-11-25T01:37:09+00:00;-1803;
2025-11-25T01:38:09+00:00;-1805;
2025-11-25T01:39:09+00:00;-1806;
2025-11-25T01:40:09+00:00;-1808;
2025-11-25T01:41:09+00:00;-1810;
2025-11-25T01:42:09+00:00;-1811;
2025-11-25T01:43:09+00:00;-1812;
2025-11-25T01:44:30+00:00;-1814;
2025-11-25T01:45:30+00:00;-1815;
2025-11-25T01:46:30+00:00;-1816;
2025-11-25T01:47:30+00:00;-1817;
2025-11-25T01:48:30+00:00;-1818;
2025-11-25T01:49:30+00:00;-1819;
2025-11-25T01:50:30+00:00;-1820;
2025-11-25T01:51:30+00:00;-1821;
2025-11-25T01:52:30+00:00;-1822;
2025-11-25T01:53:29+00:00;-1823;
2025-11-25T01:54:29+00:00;-1823;
2025-11-25T01:55:29+00:00;-1824;
2025-11-25T01:56:29+00:00;-1825;
2025-11-25T01:57:29+00:00;-1825;
2025-11-25T01:58:29+00:00;-1826;
2025-11-25T01:59:29+00:00;-1826;
2025-11-25T02:00:30+00:00;-1827;
2025-11-25T02:01:30+00:00;-1827;
2025-11-25T02:02:30+00:00;-1828;
2025-11-25T02:03:30+00:00;-1831;
2025-11-25T02:04:30+00:00;-1837;
2025-11-25T02:05:30+00:00;-1843;
2025-11-25T02:06:30+00:00;-1849;
2025-11-25T02:07:30+00:00;-1856;
2025-11-25T02:08:30+00:00;-1862;
2025-11-25T02:09:30+00:00;-1869;
2025-11-25T02:10:30+00:00;-1871;
2025-11-25T02:11:30+00:00;-1871;
2025-11-25T02:12:30+00:00;-1872;
2025-11-25T02:13:30+00:00;-1873;
2025-11-25T02:14:30+00:00;-1874;
2025-11-25T02:15:30+00:00;-1875;
2025-11-25T02:16:30+00:00;-1876;
2025-11-25T02:17:30+00:00;-1878;
2025-11-25T02:18:30+00:00;-1879;
2025-11-25T02:19:30+00:00;-1880;
2025-11-25T02:20:30+00:00;-1882;
2025-11-25T02:21:30+00:00;-1883;
2025-11-25T02:22:30+00:00;-1884;
2025-11-25T02:23:30+00:00;-1885;
2025-11-25T02:24:30+00:00;-1886;
2025-11-25T02:25:30+00:00;-1886;
2025-11-25T02:26:30+00:00;-1886;
2025-11-25T02:27:30+00:00;-1886;
2025-11-25T02:28:30+00:00;-1886;
2025-11-25T02:31:30+00:00;-1886;
2025-11-25T02:32:30+00:00;-1886;
2025-11-25T02:33:30+00:00;-1885;
2025-11-25T02:34:30+00:00;-1885;
2025-11-25T02:35:30+00:00;-1885;
2025-11-25T02:36:30+00:00;-1884;
2025-11-25T02:37:30+00:00;-1884;
2025-11-25T02:38:30+00:00;-1883;
2025-11-25T02:39:30+00:00;-1883;
2025-11-25T02:40:30+00:00;-1882;
2025-11-25T02:41:30+00:00;-1881;
2025-11-25T02:42:30+00:00;-1880;
2025-11-25T02:43:30+00:00;-1880;
2025-11-25T02:43:50+00:00;-1879;
2025-11-25T02:44:50+00:00;-1878;
2025-11-25T02:45:50+00:00;-1876;
2025-11-25T02:46:50+00:00;-1875;
2025-11-25T02:47:50+00:00;-1874;
2025-11-25T02:48:50+00:00;-1873;
2025-11-25T02:49:50+00:00;-1872;
2025-11-25T02:50:50+00:00;-1870;
2025-11-25T02:51:50+00:00;-1869;
2025-11-25T02:52:50+00:00;-1867;
2025-11-25T02:53:50+00:00;-1866;
2025-11-25T02:54:50+00:00;-1864;
2025-11-25T02:55:50+00:00;-1863;
2025-11-25T02:56:50+00:00;-1862;
2025-11-25T02:57:50+00:00;-1860;
2025-11-25T02:58:50+00:00;-1858;
2025-11-25T02:59:50+00:00;-1857;
2025-11-25T03:00:51+00:00;-1855;
2025-11-25T03:01:51+00:00;-1853;
2025-11-25T03:02:51+00:00;-1851;
2025-11-25T03:03:51+00:00;-1849;
2025-11-25T03:04:51+00:00;-1848;
2025-11-25T03:05:51+00:00;-1846;
2025-11-25T03:06:51+00:00;-1844;
2025-11-25T03:07:51+00:00;-1842;
2025-11-25T03:08:51+00:00;-1840;
2025-11-25T03:09:51+00:00;-1838;
2025-11-25T03:10:51+00:00;-1836;
2025-11-25T03:11:51+00:00;-1834;
2025-11-25T03:12:51+00:00;-1832;
2025-11-25T03:13:51+00:00;-1829;
2025-11-25T03:14:51+00:00;-1827;
2025-11-25T03:15:51+00:00;-1825;
2025-11-25T03:16:51+00:00;-1823;
2025-11-25T03:17:51+00:00;-1820;
2025-11-25T03:18:51+00:00;-1818;
2025-11-25T03:19:51+00:00;-1816;
2025-11-25T03:20:51+00:00;-1813;
2025-11-25T03:21:51+00:00;-1811;
2025-11-25T03:22:51+00:00;-1808;
2025-11-25T03:23:51+00:00;-1806;
2025-11-25T03:24:51+00:00;-1803;
2025-11-25T03:25:51+00:00;-1804;
2025-11-25T03:26:51+00:00;-1808;
2025-11-25T03:27:51+00:00;-1812;
2025-11-25T03:28:51+00:00;-1817;
2025-11-25T03:29:51+00:00;-1821;
2025-11-25T03:30:51+00:00;-1826;
2025-11-25T03:31:51+00:00;-1831;
2025-11-25T03:32:51+00:00;-1829;
2025-11-25T03:33:51+00:00;-1827;
2025-11-25T03:34:51+00:00;-1826;
2025-11-25T03:35:51+00:00;-1825;
2025-11-25T03:37:50+00:00;-1823;
2025-11-25T03:38:50+00:00;-1822;
2025-11-25T03:39:50+00:00;-1821;
2025-11-25T03:40:50+00:00;-1820;
2025-11-25T03:41:50+00:00;-1819;
2025-11-25T03:43:11+00:00;-1817;
2025-11-25T03:44:11+00:00;-1816;
2025-11-25T03:45:11+00:00;-1815;
2025-11-25T03:46:11+00:00;-1813;
2025-11-25T03:47:11+00:00;-1812;
2025-11-25T03:48:11+00:00;-1810;
2025-11-25T03:49:11+00:00;-1808;
2025-11-25T03:50:11+00:00;-1805;
2025-11-25T03:51:11+00:00;-1803;
2025-11-25T03:52:11+00:00;-1801;
2025-11-25T03:53:11+00:00;-1798;
2025-11-25T03:54:11+00:00;-1796;
2025-11-25T03:55:11+00:00;-1794;
2025-11-25T03:56:11+00:00;-1791;
2025-11-25T03:57:11+00:00;-1788;
2025-11-25T03:58:11+00:00;-1786;
2025-11-25T03:59:11+00:00;-1783;
2025-11-25T04:15:12+00:00;-1778;
2025-11-25T04:16:12+00:00;-1777;
2025-11-25T04:17:12+00:00;-1779;
2025-11-25T04:19:11+00:00;-1782;
2025-11-25T04:20:11+00:00;-1784;
2025-11-25T04:21:11+00:00;-1785;
2025-11-25T04:22:11+00:00;-1786;
2025-11-25T04:23:11+00:00;-1786;
2025-11-25T04:24:11+00:00;-1787;
2025-11-25T04:25:11+00:00;-1787;
2025-11-25T04:26:11+00:00;-1788;
2025-11-25T04:27:11+00:00;-1788;
2025-11-25T04:28:11+00:00;-1787;
2025-11-25T04:29:11+00:00;-1787;
2025-11-25T04:30:11+00:00;-1786;
2025-11-25T04:31:11+00:00;-1785;
2025-11-25T04:32:11+00:00;-1784;
2025-11-25T04:33:11+00:00;-1782;
2025-11-25T04:34:11+00:00;-1781;
2025-11-25T04:35:11+00:00;-1780;
2025-11-25T04:36:11+00:00;-1779;
2025-11-25T04:37:11+00:00;-1777;
2025-11-25T04:38:11+00:00;-1776;
2025-11-25T04:39:11+00:00;-1774;
2025-11-25T04:40:11+00:00;-1772;
2025-11-25T04:41:11+00:00;-1770;
2025-11-25T04:42:11+00:00;-1768;
2025-11-25T04:43:32+00:00;-1766;
2025-11-25T04:44:32+00:00;-1764;
2025-11-25T04:45:32+00:00;-1762;
2025-11-25T04:46:32+00:00;-1760;
2025-11-25T04:47:32+00:00;-1758;
2025-11-25T04:48:32+00:00;-1755;
2025-11-25T04:49:32+00:00;-1752;
2025-11-25T04:50:32+00:00;-1750;
2025-11-25T04:51:32+00:00;-1747;
2025-11-25T04:52:32+00:00;-1749;
2025-11-25T04:53:32+00:00;-1753;
2025-11-25T04:54:32+00:00;-1756;
2025-11-25T04:55:32+00:00;-1760;
2025-11-25T04:56:32+00:00;-1764;
2025-11-25T04:57:32+00:00;-1768;
2025-11-25T04:58:32+00:00;-1771;
2025-11-25T04:59:32+00:00;-1768;
2025-11-25T05:00:33+00:00;-1765;
2025-11-25T05:01:33+00:00;-1763;
2025-11-25T05:02:33+00:00;-1762;
2025-11-25T05:04:32+00:00;-1758;
2025-11-25T05:05:32+00:00;-1756;
2025-11-25T05:06:32+00:00;-1754;
2025-11-25T05:07:32+00:00;-1752;
2025-11-25T05:08:32+00:00;-1749;
2025-11-25T05:09:32+00:00;-1746;
2025-11-25T05:10:32+00:00;-1743;
2025-11-25T05:11:32+00:00;-1740;
2025-11-25T05:12:32+00:00;-1737;
2025-11-25T05:13:32+00:00;-1734;
2025-11-25T05:14:32+00:00;-1730;
2025-11-25T05:15:32+00:00;-1726;
2025-11-25T05:16:32+00:00;-1722;
2025-11-25T05:17:32+00:00;-1719;
2025-11-25T05:18:32+00:00;-1715;
2025-11-25T05:19:32+00:00;-1712;
2025-11-25T05:20:32+00:00;-1708;
2025-11-25T05:21:32+00:00;-1704;
2025-11-25T05:22:32+00:00;-1700;
2025-11-25T05:23:32+00:00;-1696;
2025-11-25T05:24:32+00:00;-1693;
2025-11-25T05:25:32+00:00;-1690;
2025-11-25T05:26:32+00:00;-1688;
2025-11-25T05:27:32+00:00;-1685;
2025-11-25T05:28:32+00:00;-1682;
2025-11-25T05:29:32+00:00;-1679;
2025-11-25T05:30:32+00:00;-1676;
2025-11-25T05:31:32+00:00;-1672;
2025-11-25T05:32:32+00:00;-1669;
2025-11-25T05:33:32+00:00;-1665;
2025-11-25T05:34:32+00:00;-1661;
2025-11-25T05:35:32+00:00;-1658;
2025-11-25T05:36:32+00:00;-1654;
2025-11-25T05:37:32+00:00;-1650;
2025-11-25T05:38:32+00:00;-1646;
2025-11-25T05:39:32+00:00;-1642;
2025-11-25T05:40:32+00:00;-1638;
2025-11-25T05:41:32+00:00;-1634;
2025-11-25T05:42:52+00:00;-1634;
2025-11-25T05:42:53+00:00;-1626;
2025-11-25T05:43:53+00:00;-1623;
2025-11-25T05:44:52+00:00;-1619;
2025-11-25T05:45:52+00:00;-1614;
2025-11-25T05:46:52+00:00;-1609;
2025-11-25T05:47:52+00:00;-1603;
2025-11-25T05:48:52+00:00;-1598;
2025-11-25T05:49:52+00:00;-1592;
2025-11-25T05:50:52+00:00;-1587;
2025-11-25T05:51:52+00:00;-1582;
2025-11-25T05:52:52+00:00;-1576;
2025-11-25T05:53:52+00:00;-1571;
2025-11-25T05:54:52+00:00;-1565;
2025-11-25T05:55:52+00:00;-1560;
2025-11-25T05:56:52+00:00;-1554;
2025-11-25T05:57:52+00:00;-1549;
2025-11-25T05:58:52+00:00;-1544;
2025-11-25T05:59:52+00:00;-1538;
2025-11-25T06:00:53+00:00;-1533;
2025-11-25T06:01:53+00:00;-1528;
2025-11-25T06:02:53+00:00;-1522;
2025-11-25T06:03:53+00:00;-1517;
2025-11-25T06:04:53+00:00;-1512;
2025-11-25T06:05:53+00:00;-1507;
2025-11-25T06:06:53+00:00;-1502;
2025-11-25T06:07:53+00:00;-1502;
2025-11-25T06:08:53+00:00;-1503;
2025-11-25T06:09:53+00:00;-1505;
2025-11-25T06:10:53+00:00;-1507;
2025-11-25T06:11:53+00:00;-1510;
2025-11-25T06:12:53+00:00;-1512;
2025-11-25T06:13:53+00:00;-1511;
2025-11-25T06:14:53+00:00;-1506;
2025-11-25T06:15:53+00:00;-1500;
2025-11-25T06:16:53+00:00;-1494;
2025-11-25T06:17:53+00:00;-1487;
2025-11-25T06:18:53+00:00;-1480;
2025-11-25T06:19:53+00:00;-1472;
2025-11-25T06:20:53+00:00;-1464;
2025-11-25T06:21:53+00:00;-1457;
2025-11-25T06:22:53+00:00;-1449;
2025-11-25T06:23:53+00:00;-1440;
2025-11-25T06:24:53+00:00;-1432;
2025-11-25T06:25:53+00:00;-1424;
2025-11-25T06:26:53+00:00;-1416;
2025-11-25T06:27:53+00:00;-1407;
2025-11-25T06:28:53+00:00;-1399;
2025-11-25T06:29:53+00:00;-1390;
2025-11-25T06:30:53+00:00;2;
2025-11-25T07:00:13+00:00;2;
2025-11-25T07:00:14+00:00;12;
2025-11-25T07:01:14+00:00;19;
2025-11-25T07:02:14+00:00;24;
2025-11-25T07:03:14+00:00;30;
2025-11-25T07:04:14+00:00;34;
2025-11-25T07:05:14+00:00;39;
2025-11-25T07:06:14+00:00;44;
2025-11-25T07:07:14+00:00;48;
2025-11-25T07:08:14+00:00;52;
2025-11-25T07:09:14+00:00;57;
2025-11-25T07:10:14+00:00;61;
2025-11-25T07:11:14+00:00;65;
2025-11-25T07:12:14+00:00;69;
2025-11-25T07:13:14+00:00;72;
2025-11-25T07:14:14+00:00;76;
2025-11-25T07:15:14+00:00;80;
2025-11-25T07:17:12+00:00;80;
2025-11-25T07:17:13+00:00;86;
2025-11-25T07:18:13+00:00;89;
2025-11-25T07:19:13+00:00;92;
2025-11-25T07:20:13+00:00;94;
2025-11-25T07:21:13+00:00;97;
2025-11-25T07:22:13+00:00;99;
2025-11-25T07:23:13+00:00;100;
2025-11-25T08:00:34+00:00;100;
2025-11-25T08:01:34+00:00;99;
2025-11-25T08:02:34+00:00;98;
2025-11-25T08:03:34+00:00;96;
2025-11-25T08:04:34+00:00;95;
2025-11-25T08:05:34+00:00;93;
2025-11-25T08:06:34+00:00;92;
2025-11-25T08:07:34+00:00;90;
2025-11-25T08:08:34+00:00;88;
2025-11-25T08:09:34+00:00;86;
2025-11-25T08:10:34+00:00;84;
2025-11-25T08:11:34+00:00;82;
2025-11-25T08:12:34+00:00;80;
2025-11-25T08:13:34+00:00;77;
2025-11-25T08:14:34+00:00;75;
2025-11-25T08:15:34+00:00;73;
2025-11-25T08:16:34+00:00;71;
2025-11-25T08:17:34+00:00;69;
2025-11-25T08:18:34+00:00;67;
2025-11-25T08:19:34+00:00;64;
2025-11-25T08:20:34+00:00;62;
2025-11-25T08:21:34+00:00;60;
2025-11-25T08:22:34+00:00;58;
2025-11-25T08:23:34+00:00;55;
2025-11-25T08:24:34+00:00;53;
2025-11-25T08:25:34+00:00;50;
2025-11-25T08:26:34+00:00;48;
2025-11-25T08:27:34+00:00;45;
2025-11-25T08:28:34+00:00;43;
2025-11-25T08:29:34+00:00;40;
2025-11-25T08:30:34+00:00;38;
2025-11-25T08:31:34+00:00;35;
2025-11-25T08:32:34+00:00;32;
2025-11-25T08:33:34+00:00;29;
2025-11-25T08:34:34+00:00;26;
2025-11-25T08:35:34+00:00;22;
2025-11-25T08:36:34+00:00;19;
2025-11-25T08:37:34+00:00;16;
2025-11-25T08:38:34+00:00;12;
2025-11-25T08:39:34+00:00;9;
2025-11-25T08:40:34+00:00;6;
2025-11-25T08:42:54+00:00;-1;
2025-11-25T08:43:54+00:00;-4;
2025-11-25T08:44:54+00:00;-8;
2025-11-25T08:45:54+00:00;-11;
2025-11-25T08:46:54+00:00;-15;
2025-11-25T08:47:54+00:00;-18;
2025-11-25T08:48:54+00:00;-22;
2025-11-25T08:49:54+00:00;-25;
2025-11-25T08:50:54+00:00;-29;
2025-11-25T08:51:54+00:00;-33;
2025-11-25T08:52:54+00:00;-36;
2025-11-25T08:53:54+00:00;-40;
2025-11-25T08:54:54+00:00;-43;
2025-11-25T08:55:54+00:00;-47;
2025-11-25T08:56:54+00:00;-50;
2025-11-25T08:57:54+00:00;-54;
2025-11-25T08:58:54+00:00;-58;
2025-11-25T08:59:54+00:00;-61;
2025-11-25T09:00:55+00:00;-65;
2025-11-25T09:01:55+00:00;-68;
2025-11-25T09:02:55+00:00;-70;
2025-11-25T09:03:55+00:00;-73;
2025-11-25T09:04:55+00:00;-76;
2025-11-25T09:05:55+00:00;-78;
2025-11-25T09:06:55+00:00;-81;
2025-11-25T09:07:55+00:00;-84;
2025-11-25T09:08:55+00:00;-86;
2025-11-25T09:09:55+00:00;-89;
2025-11-25T09:10:55+00:00;-91;
2025-11-25T09:11:55+00:00;-94;
2025-11-25T09:12:55+00:00;-97;
2025-11-25T09:13:55+00:00;-99;
2025-11-25T09:14:55+00:00;-102;
2025-11-25T09:15:55+00:00;-105;
2025-11-25T09:16:55+00:00;-107;
2025-11-25T09:17:55+00:00;-110;
2025-11-25T09:18:55+00:00;-113;
2025-11-25T09:19:55+00:00;-116;
2025-11-25T09:20:55+00:00;-118;
2025-11-25T09:21:55+00:00;-121;
2025-11-25T09:22:55+00:00;-124;
2025-11-25T09:23:55+00:00;-127;
2025-11-25T09:24:55+00:00;-130;
2025-11-25T09:25:55+00:00;-132;
2025-11-25T09:26:55+00:00;-135;
2025-11-25T09:27:55+00:00;-138;
2025-11-25T09:28:55+00:00;-141;
2025-11-25T09:29:55+00:00;-144;
2025-11-25T09:30:55+00:00;-148;
2025-11-25T09:31:55+00:00;-153;
2025-11-25T09:32:55+00:00;-159;
2025-11-25T09:33:55+00:00;-165;
2025-11-25T09:34:55+00:00;-171;
2025-11-25T09:35:55+00:00;-177;
2025-11-25T09:36:55+00:00;-184;
2025-11-25T09:37:55+00:00;-190;
2025-11-25T09:38:55+00:00;-197;
2025-11-25T09:39:55+00:00;-204;
2025-11-25T09:42:15+00:00;-212;
2025-11-25T09:43:15+00:00;-214;
2025-11-25T09:44:15+00:00;-216;
2025-11-25T09:45:15+00:00;-218;
2025-11-25T09:46:15+00:00;-220;
2025-11-25T09:47:15+00:00;-222;
2025-11-25T09:48:15+00:00;-223;
2025-11-25T09:49:15+00:00;-224;
2025-11-25T09:50:15+00:00;-225;
2025-11-25T09:51:15+00:00;-226;
2025-11-25T09:52:15+00:00;-226;
2025-11-25T09:53:15+00:00;-227;
2025-11-25T09:54:15+00:00;-227;
2025-11-25T09:55:15+00:00;-227;
2025-11-25T09:56:15+00:00;-227;
2025-11-25T09:57:15+00:00;-226;
2025-11-25T09:58:15+00:00;-225;
2025-11-25T09:59:15+00:00;-224;
2025-11-25T10:00:16+00:00;-223;
2025-11-25T10:01:16+00:00;-222;
2025-11-25T10:02:16+00:00;-221;
2025-11-25T10:03:16+00:00;-219;
2025-11-25T10:04:16+00:00;-218;
2025-11-25T10:05:16+00:00;-216;
2025-11-25T10:06:16+00:00;-214;
2025-11-25T10:07:16+00:00;-212;
2025-11-25T10:08:16+00:00;-210;
2025-11-25T10:09:16+00:00;-208;
2025-11-25T10:10:16+00:00;-205;
2025-11-25T10:11:16+00:00;-203;
2025-11-25T10:12:16+00:00;-201;
2025-11-25T10:13:16+00:00;-198;
2025-11-25T10:14:16+00:00;-196;
2025-11-25T10:15:16+00:00;-193;
2025-11-25T10:16:16+00:00;-188;
2025-11-25T10:17:16+00:00;-183;
2025-11-25T10:18:16+00:00;-177;
2025-11-25T10:19:16+00:00;-170;
2025-11-25T10:20:16+00:00;-164;
2025-11-25T10:21:16+00:00;-157;
2025-11-25T10:22:16+00:00;-150;
2025-11-25T10:23:16+00:00;-143;
2025-11-25T10:24:16+00:00;-136;
2025-11-25T10:26:14+00:00;-136;
2025-11-25T10:26:15+00:00;-122;
2025-11-25T10:27:15+00:00;-114;
2025-11-25T10:28:15+00:00;-108;
2025-11-25T10:29:15+00:00;-100;
2025-11-25T10:30:15+00:00;-94;
2025-11-25T10:31:15+00:00;-86;
2025-11-25T10:32:15+00:00;-79;
2025-11-25T10:33:15+00:00;-71;
2025-11-25T10:34:15+00:00;-64;
2025-11-25T10:35:15+00:00;-56;
2025-11-25T10:36:15+00:00;-48;
2025-11-25T10:37:15+00:00;-41;
2025-11-25T10:38:15+00:00;-33;
2025-11-25T10:39:15+00:00;-26;
2025-11-25T10:40:35+00:00;-26;
2025-11-25T10:40:36+00:00;-11;
2025-11-25T10:41:36+00:00;-3;
2025-11-25T10:42:36+00:00;4;
2025-11-25T11:01:36+00:00;4;
2025-11-25T11:01:37+00:00;17;
2025-11-25T11:02:37+00:00;21;
2025-11-25T11:03:37+00:00;23;
2025-11-25T11:04:37+00:00;24;
2025-11-25T11:05:37+00:00;25;
2025-11-25T11:06:37+00:00;26;
2025-11-25T11:07:37+00:00;27;
2025-11-25T11:08:37+00:00;28;
2025-11-25T11:09:37+00:00;28;
2025-11-25T11:10:37+00:00;29;
2025-11-25T11:11:37+00:00;29;
2025-11-25T11:12:37+00:00;30;
2025-11-25T11:13:37+00:00;30;
2025-11-25T11:14:37+00:00;31;
2025-11-25T11:15:37+00:00;31;
2025-11-25T11:17:36+00:00;31;
2025-11-25T11:19:36+00:00;31;
2025-11-25T11:20:36+00:00;31;
2025-11-25T11:21:36+00:00;31;
2025-11-25T11:22:36+00:00;31;
2025-11-25T11:23:36+00:00;30;
2025-11-25T11:24:36+00:00;30;
2025-11-25T11:25:36+00:00;30;
2025-11-25T11:26:36+00:00;29;
2025-11-25T11:27:36+00:00;29;
2025-11-25T11:28:36+00:00;28;
2025-11-25T11:29:36+00:00;28;
2025-11-25T11:30:36+00:00;27;
2025-11-25T11:31:36+00:00;26;
2025-11-25T11:32:36+00:00;26;
2025-11-25T11:33:36+00:00;25;
2025-11-25T11:34:36+00:00;24;
2025-11-25T11:35:36+00:00;23;
